borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
BROOKLYN,day,1,0.42350052356401524,18.04920738597721
BROOKLYN,day,1,0.9340367539051815,20.494550525434803
MANHATTAN,day,4,0.728791282073116,16.392651385172854
STATEN ISLAND,day,2,0.33145942242198456,13.422714760792744
STATEN ISLAND,day,3,0.6076764295197626,11.569121920517555
QUEENS,day,3,0.5797275053394301,15.71054074348396
BROOKLYN,night,4,0.22410893955730057,9.71967121795592
BROOKLYN,night,2,0.6321186151755527,18.21244085093379
BRONX,day,2,0.38330706134526216,14.68320444101582
QUEENS,day,3,0.1471138901286422,12.56745346807342
MANHATTAN,day,5,0.9537905419359084,16.061360860423523
BRONX,day,3,0.677341332157859,15.618890228204528
BRONX,day,2,0.8892270386837623,18.69021813259701
BRONX,night,3,0.7084504045119279,15.812081969958609
QUEENS,day,5,0.42128532292610166,7.321764891482369
QUEENS,day,4,0.5614192650959303,12.39122148580139
BROOKLYN,day,5,0.7081720843124594,11.063841536744713
BRONX,night,1,0.9642270926812938,20.372900674923205
BRONX,day,2,0.32830251320952686,13.062435280202067
MANHATTAN,day,3,0.8874793527617059,16.0466734634798
MANHATTAN,day,4,0.9316700247648425,18.081776563076158
BROOKLYN,night,2,0.7033739631930609,18.455267626503925
BRONX,night,2,0.938139964661204,18.39293866836484
STATEN ISLAND,day,4,0.45809072872963164,10.999312117041434
MANHATTAN,day,1,0.9577145584363985,20.82764539894498
BROOKLYN,day,3,0.7325045894493774,16.44513148259638
BROOKLYN,day,3,0.13780519067693073,11.084468499541485
STATEN ISLAND,night,3,0.9161855486371475,16.547694381583007
BRONX,night,4,0.5360255281298734,12.280461723627242
BRONX,night,3,0.5142942863000496,13.539096465952847
BROOKLYN,night,3,0.6098199453816708,14.989885267162672
BROOKLYN,day,3,0.23444609209410514,11.814523402700951
MANHATTAN,day,3,0.5222494437106587,15.48904020351506
MANHATTAN,night,3,0.8480144950459712,16.567259110622732
BRONX,day,2,0.1139342132237638,13.60280070933707
BRONX,night,1,0.3456254442919342,17.605773234591346
STATEN ISLAND,day,2,0.1022091277994598,10.80117330652668
STATEN ISLAND,day,2,0.47414017823486354,13.925220609772406
BROOKLYN,night,3,0.7554839594443612,16.464242592030853
QUEENS,day,4,0.8188946462031657,13.399786374342888
BRONX,night,4,0.9506707850143059,15.836544775584986
BRONX,night,4,0.6476541516737079,13.976230618661187
MANHATTAN,night,3,0.32916417998760594,15.139481301472602
BROOKLYN,night,3,0.931733154223029,16.329077447147792
MANHATTAN,day,3,0.7977841784923385,15.75426687192363
STATEN ISLAND,night,2,0.6169856347028301,14.641313758091904
QUEENS,day,1,0.7260761941470424,16.958192454499258
MANHATTAN,day,3,0.9318847195066863,18.43464852165046
QUEENS,day,5,0.7411546256256295,10.4234035063549
QUEENS,day,2,0.43153705682626065,17.40461057127392
BROOKLYN,day,1,0.741725382060187,20.57632841727972
MANHATTAN,day,4,0.13625034646184908,11.000718175522396
QUEENS,day,2,0.4477740056475231,15.751404428306472
BROOKLYN,night,4,0.46569072866102135,10.462827499123689
QUEENS,day,4,0.25015441097875124,13.25405166904135
BROOKLYN,night,5,0.12077693249659316,7.876792526587268
BRONX,night,3,0.22004311297396856,11.985683337651563
BROOKLYN,night,3,0.6891593462173495,13.252415805786647
BROOKLYN,day,3,0.8220599347273188,16.926934341416644
BRONX,night,3,0.9893831434542767,15.803377443960267
BROOKLYN,day,3,0.4117271527976448,13.798213407063926
MANHATTAN,night,2,0.6394413000349916,16.803239130717998
MANHATTAN,day,3,0.9434304701336097,16.53900533395205
QUEENS,night,3,0.2503376032043374,10.861960618713052
QUEENS,night,4,0.7458810277084684,13.719172321007669
QUEENS,day,4,0.7794808598342469,12.128836421480015
MANHATTAN,day,3,0.18007798228240454,11.971932879607337
MANHATTAN,night,2,0.8751244466647585,19.784236960838303
MANHATTAN,day,4,0.8317945423997595,18.62964037544761
BROOKLYN,night,3,0.13006270591969102,12.418514171941597
BROOKLYN,day,4,0.18197597339204635,9.482129856435558
BROOKLYN,day,5,0.1442142045026671,8.296855325180564
BROOKLYN,night,1,0.401269178619426,16.846156468409365
BRONX,night,4,0.5583600916119336,12.31003065471472
BROOKLYN,night,1,0.5791129551591659,19.0479040086189
BROOKLYN,day,3,0.34090008379249837,13.476818724268309
QUEENS,night,3,0.9204371979042467,17.272264648269445
BROOKLYN,day,2,0.4314365108847219,15.02700477239354
QUEENS,day,4,0.14099514036881727,11.10706867606282
BRONX,night,1,0.3702044003872478,16.106545901379256
BRONX,day,2,0.57799848028974,14.89156227891772
MANHATTAN,day,3,0.46739964032940884,17.350882119391823
BRONX,day,4,0.34645826718933326,9.162005440377325
BROOKLYN,night,5,0.21819092478788568,8.331754540755345
MANHATTAN,day,4,0.8372480500866067,14.78967890336647
BROOKLYN,night,3,0.9965307179117727,20.487417194094398
STATEN ISLAND,day,3,0.3965879201714939,14.146052142090523
BROOKLYN,day,1,0.44345893975894357,18.87519688080377
BROOKLYN,night,2,0.6562337722092614,16.4687291245086
QUEENS,day,3,0.7465973272619871,17.964296231813044
MANHATTAN,day,3,0.45282658132323217,15.085395183210174
MANHATTAN,day,3,0.9144365652836337,18.816553718707365
MANHATTAN,day,4,0.6040035903060266,14.241657794316621
MANHATTAN,night,3,0.5053510687653379,14.925422061386794
MANHATTAN,day,1,0.6820054778439146,19.03090119727379
MANHATTAN,night,2,0.9575234634242559,19.27233452015467
QUEENS,day,4,0.8150970649795349,14.628320900780672
MANHATTAN,day,4,0.13601181748161192,11.424716572160943
BROOKLYN,night,4,0.39907891966596365,11.956247333584344
BRONX,day,2,0.5234902164561005,17.514115198203278
BROOKLYN,day,5,0.3830658149881947,6.729824114934389
QUEENS,day,2,0.7301688047474109,17.15796192836361
MANHATTAN,day,1,0.843642234876323,21.244960974686872
MANHATTAN,day,5,0.7582105856667444,14.80472424874004
MANHATTAN,day,2,0.9903999581454477,19.659753998681378
MANHATTAN,day,3,0.3452928831037262,14.19390782103497
MANHATTAN,day,2,0.8874905455219794,20.251826605870534
MANHATTAN,day,3,0.7899603986570376,18.62414227640696
MANHATTAN,day,5,0.4259608818023315,10.908102549500633
MANHATTAN,day,2,0.7607120892912718,18.56499952014634
BROOKLYN,night,3,0.19366836077642227,14.273133102265254
MANHATTAN,night,2,0.8104001341064971,16.01876838063761
BROOKLYN,day,3,0.5790975423283924,13.936118905357048
BROOKLYN,night,2,0.36306115543832784,16.71890068467269
QUEENS,day,2,0.6901995716057622,17.597342615767417
MANHATTAN,day,2,0.6774579988429681,18.33041124559133
QUEENS,day,2,0.28853760044763976,13.137178155178717
QUEENS,day,5,0.12735767333037354,6.769642677864924
MANHATTAN,day,3,0.49026032821150656,14.177233390283943
BRONX,day,2,0.6125606824099791,18.1392543006473
BRONX,day,3,0.8889447505335386,15.724009651481584
MANHATTAN,night,2,0.935395116082835,19.50177581162602
MANHATTAN,day,4,0.5759246963410898,12.93906135238299
BRONX,day,5,0.7784231353916904,13.571079216164819
QUEENS,night,3,0.49537294509519725,12.773452606703051
MANHATTAN,day,4,0.7714739409156037,14.997467947766127
MANHATTAN,day,3,0.28432137244525024,11.528030361242735
BROOKLYN,night,2,0.4339582613231783,13.484686815154733
BROOKLYN,night,3,0.6708051989322533,15.369441625045454
QUEENS,night,3,0.11634216904637096,9.366035512564096
BROOKLYN,night,3,0.7502151793050585,18.402502632684282
BROOKLYN,night,4,0.8519819511413501,12.464054947884076
QUEENS,night,3,0.4592274949845563,12.224768359002692
MANHATTAN,day,5,0.5031481754594479,11.790504181207472
MANHATTAN,day,4,0.8661539909948779,15.291841416111765
QUEENS,day,3,0.7980891717934301,14.062605068660591
BRONX,day,3,0.3593345401300375,11.886161103450922
BROOKLYN,night,2,0.39157849590538507,13.956475330385919
BROOKLYN,day,5,0.710990409151537,12.077371625700914
MANHATTAN,day,3,0.6068782832033451,17.98702374824265
BROOKLYN,day,1,0.24600661398684726,15.89256774678436
BROOKLYN,night,2,0.37893691830624976,16.482570556255652
MANHATTAN,day,3,0.9099849491907887,18.223273784733898
MANHATTAN,night,1,0.7193569930500371,20.912455332403905
BROOKLYN,day,1,0.9873768859169675,17.257992595347986
MANHATTAN,day,3,0.7903112769826924,16.471673675009626
BROOKLYN,day,2,0.9477769889292312,20.329112935820863
MANHATTAN,day,3,0.2945697164834279,12.92862016984308
BROOKLYN,night,2,0.7943363873352332,19.87815431552255
MANHATTAN,night,2,0.11819576813301769,15.84894067738593
BRONX,day,3,0.7036840195403805,14.710989267659517
BROOKLYN,day,3,0.5223540503082172,13.791505104147785
QUEENS,day,2,0.4120840647280618,13.262219409907042
QUEENS,night,2,0.8761639170637802,16.739552382678013
BROOKLYN,night,3,0.8688409233917775,15.168359125043855
MANHATTAN,day,1,0.12007153440877923,16.19503839017667
BROOKLYN,day,2,0.6485546102044879,15.068349174313452
BROOKLYN,night,1,0.43104900188886075,17.72629813170586
QUEENS,day,4,0.4740949013504042,12.435311295057925
BROOKLYN,day,4,0.8488366652968984,12.923993038209133
MANHATTAN,day,4,0.37885579437491046,14.422344991030926
MANHATTAN,day,4,0.9487439295738581,16.88316669552834
BROOKLYN,night,3,0.2616704437349267,13.600495510010866
QUEENS,night,3,0.69645018103136,13.816527934852513
BROOKLYN,day,3,0.7048945603123883,16.328669584198266
BROOKLYN,day,1,0.3269756452851264,17.677013834019803
STATEN ISLAND,day,3,0.3922755480704818,11.831460983652518
QUEENS,day,4,0.8513186433219464,16.535878132690684
MANHATTAN,day,3,0.7856247294594572,16.859438303381996
MANHATTAN,day,3,0.3961862922832836,15.64415386038431
MANHATTAN,day,2,0.5805608922414405,17.425256368279747
MANHATTAN,day,3,0.15551226662778592,13.41345557250885
MANHATTAN,day,3,0.28787129415876633,11.565564690870254
MANHATTAN,day,4,0.5372385029743592,14.03731475519177
MANHATTAN,day,2,0.17737636175129046,13.57097622987467
MANHATTAN,day,4,0.8589991194027438,14.667816309184609
BRONX,night,3,0.7462055890968831,17.643260150488913
MANHATTAN,day,4,0.9492703035836453,16.013732675618876
BROOKLYN,day,3,0.7241202153676244,14.502819202718962
BROOKLYN,night,3,0.946361235035967,16.720390074003134
STATEN ISLAND,night,3,0.5990613001218685,11.733358176085847
MANHATTAN,day,4,0.6401967499557725,15.981940236548043
BROOKLYN,night,5,0.9792739491636347,13.330463776563809
STATEN ISLAND,day,1,0.6779162321778344,17.641615429888326
BRONX,day,1,0.12770791197467193,16.35742948488776
BRONX,day,5,0.7514224989674709,11.784063025830887
MANHATTAN,night,3,0.9149218229236741,18.285418767731226
MANHATTAN,night,3,0.816022224814894,15.768041195411495
QUEENS,day,3,0.6254499453628803,17.20034812779514
BRONX,day,1,0.7041731617841647,19.600781713137017
BROOKLYN,day,4,0.9911726103265045,15.611494240609312
BROOKLYN,day,4,0.1815958796584045,9.652972740712874
MANHATTAN,day,2,0.7005203457699156,17.7165863840969
QUEENS,night,2,0.3550579251135345,13.699896046416153
MANHATTAN,night,4,0.676081356927553,16.838062284828503
BROOKLYN,night,1,0.6468612182955449,16.93395625226316
BROOKLYN,night,4,0.2381111488973459,11.109484175780993
BROOKLYN,day,2,0.28607198116621524,14.437462197619949
MANHATTAN,night,3,0.6594666202388921,15.845640671138955
MANHATTAN,day,5,0.2154069525733967,9.769805205801068
QUEENS,day,3,0.3386627876172906,12.262023147367808
MANHATTAN,day,3,0.8517209929642021,18.28386573386583
BROOKLYN,day,3,0.3943823554014748,14.294266645900509
MANHATTAN,day,2,0.5392541406426966,17.307845847824872
BROOKLYN,day,2,0.9470263016312562,15.114883726028843
BROOKLYN,night,5,0.30443417995325167,10.138576018691932
MANHATTAN,day,4,0.45066341562220935,11.042544969340263
BROOKLYN,day,3,0.6458119979891911,15.973362182692732
MANHATTAN,night,3,0.7798050365535749,18.538129578682852
MANHATTAN,day,1,0.9114880480414346,19.713185377163065
STATEN ISLAND,day,1,0.9239256888161637,18.29138011049381
BROOKLYN,day,3,0.7989760669353606,15.474117589016247
BRONX,day,4,0.3054977529339794,12.568253524979028
MANHATTAN,day,3,0.12232839703830922,12.609168043075497
QUEENS,day,4,0.44539653732006146,13.56907274926
QUEENS,day,1,0.227393965889041,15.374565821815633
BROOKLYN,day,3,0.7393488826944683,16.096707954277026
BROOKLYN,day,2,0.6950175281431451,17.199462072053848
BROOKLYN,day,3,0.13957447745930937,12.888824622594315
BROOKLYN,day,1,0.852934401217856,17.65885017002165
BRONX,night,5,0.32386893966206404,9.707560854428028
BRONX,day,2,0.489004367941938,15.39447265914904
STATEN ISLAND,day,5,0.7011403619101682,11.627914945005413
MANHATTAN,night,3,0.48647690816702804,14.636857976036838
QUEENS,day,5,0.49715902251994903,8.985052325384464
BRONX,day,3,0.15906519580216635,11.74274458261772
MANHATTAN,day,5,0.46129919433400346,10.199036128529011
MANHATTAN,night,1,0.7883631038979851,17.71404552023192
QUEENS,night,4,0.923658703467938,15.476328550324187
BROOKLYN,day,5,0.47214742335703463,11.56383213905433
BRONX,night,2,0.481227244191171,15.988486220034902
MANHATTAN,day,1,0.7323643956912869,21.22388267832834
QUEENS,day,3,0.9484948009947489,15.567177938101157
MANHATTAN,day,5,0.3403548462154242,8.994969529074751
MANHATTAN,day,3,0.49612978588414314,14.840807876077276
MANHATTAN,night,3,0.816375919197071,16.589443115133864
BRONX,day,2,0.6487242124366347,15.505952520714045
QUEENS,day,1,0.19952770956755927,14.601111128003781
BROOKLYN,night,4,0.6649594620060392,12.988310327593753
BROOKLYN,day,1,0.2680716561375942,13.739259424866166
BRONX,day,3,0.5591943406705637,13.80535118540615
BROOKLYN,day,5,0.5761929408943947,10.181603915768939
BRONX,night,2,0.8885830260024864,18.353767354949266
BROOKLYN,night,3,0.5162448466111943,13.568349793083977
BROOKLYN,day,1,0.3514981800123048,17.818695939049245
BROOKLYN,night,3,0.3078697133944284,14.925792417785223
BROOKLYN,day,2,0.8868266890159026,19.179631126217657
QUEENS,night,4,0.25390976897640555,8.389182079966652
BROOKLYN,day,2,0.48328170479482935,17.54756627982124
MANHATTAN,day,3,0.2684558034342523,15.335827262771158
BRONX,night,3,0.7959736361029378,15.896377248238624
BROOKLYN,day,2,0.5269353759771571,17.612591336254162
BROOKLYN,day,4,0.4160293215011308,11.442180424101338
BRONX,day,2,0.42498967656382014,12.822937775845324
QUEENS,night,3,0.8669927860506815,14.923111782983517
MANHATTAN,day,2,0.5983965588649943,19.26473867187617
BRONX,day,3,0.7460810660181373,13.760231020784124
QUEENS,day,2,0.9073346646256161,17.6971008583843
BROOKLYN,day,3,0.9115675084365779,16.96616147684601
MANHATTAN,day,2,0.3956581489040768,15.256208875115126
QUEENS,night,4,0.9572061368317467,14.289613969601815
QUEENS,night,2,0.12238829381314491,12.682222870868886
BROOKLYN,day,4,0.4391520049145491,11.579893221622898
BRONX,day,4,0.9062189717579574,13.283953119825206
QUEENS,day,2,0.3471731918352846,14.314664078461497
MANHATTAN,day,3,0.34577330528918654,15.235566383313678
BROOKLYN,night,1,0.37236005657369986,17.663827390113156
MANHATTAN,day,3,0.65108204636223,14.96035074048672
QUEENS,day,4,0.4944994980529185,10.31277323889076
MANHATTAN,night,3,0.7540613527180083,16.260373334081322
BROOKLYN,day,3,0.9054195783081992,18.76657707075809
QUEENS,day,2,0.7067794374485745,17.168784038167193
BRONX,day,3,0.28402004817781795,13.390887925308895
BROOKLYN,night,2,0.939413712124452,19.774017470951534
BRONX,night,4,0.33804358601273066,11.802203184105053
MANHATTAN,day,3,0.2349048657953423,13.371611884806018
BRONX,night,4,0.1809705509748648,11.071076857314184
MANHATTAN,day,2,0.607045366599549,16.590395557835446
BROOKLYN,day,2,0.20238621623258662,12.218154791872228
QUEENS,day,2,0.22489829570136768,14.129435243608079
MANHATTAN,day,1,0.37002743253594694,18.790464038382726
MANHATTAN,day,2,0.3534877087160174,14.255791779426875
QUEENS,day,4,0.6438155592989281,13.771106914342113
QUEENS,day,4,0.8350707515254133,16.044878740981016
QUEENS,day,3,0.7852146905826032,15.301200046678376
QUEENS,day,3,0.3362360092448291,11.403931438401292
BROOKLYN,night,1,0.3207794481873819,16.43268882145009
MANHATTAN,day,4,0.9692123770962708,15.739239689284918
BROOKLYN,day,1,0.10741261743276412,14.158105881365287
MANHATTAN,day,5,0.8917484797541942,14.816185999128114
BRONX,day,3,0.2797556672101645,10.593936466830193
BROOKLYN,night,2,0.9525558907807911,17.05889858308447
BROOKLYN,day,5,0.4080765563447678,10.475646672689724
BROOKLYN,day,1,0.4963165965039271,17.39928763058061
BRONX,night,3,0.7364085525499429,15.89892108402255
MANHATTAN,day,3,0.6289021463259343,18.03813441729864
BROOKLYN,day,2,0.38614539673614057,15.2353619220759
BROOKLYN,day,3,0.5984478242810412,15.60771743822852
QUEENS,night,3,0.7576361959265976,13.953995750785326
MANHATTAN,day,4,0.13810145131224288,11.919184629749424
BRONX,day,1,0.11007937473013371,13.983846897613056
BRONX,day,5,0.5122602451656022,10.915396592673725
BROOKLYN,day,2,0.21865295602316276,13.890625864067566
QUEENS,day,2,0.6979098623182429,17.575983186965416
BRONX,day,2,0.2926472106046908,12.630235003680491
QUEENS,day,1,0.48956599611610385,13.842292613216628
MANHATTAN,night,2,0.2779038431868421,14.850255744208965
BROOKLYN,night,5,0.593635227174212,12.220866484918528
QUEENS,day,2,0.20444811344611202,13.311635988368728
BROOKLYN,night,2,0.12079616750873223,14.863820173703456
QUEENS,day,2,0.1460184742960275,13.273967291939782
BRONX,day,4,0.9588325973637789,14.65579388463273
BRONX,day,4,0.22805759674984225,7.791870193906357
BROOKLYN,night,2,0.7376304278231517,17.109823099816225
MANHATTAN,night,1,0.16113358380054363,17.18091909741289
STATEN ISLAND,day,2,0.19734431701166394,11.812280721375279
BRONX,night,1,0.5579886262684012,17.560910387157925
MANHATTAN,day,2,0.5183838371389093,17.17512724657096
BRONX,night,3,0.9564222784958827,15.698393961123458
BRONX,night,2,0.9503519077186636,19.225170476137894
BROOKLYN,day,3,0.8016477782882185,18.175256706875466
BROOKLYN,night,2,0.6418916471146148,16.56491968397291
BROOKLYN,day,5,0.5094642856537099,9.756640550550353
MANHATTAN,day,5,0.42056068089557896,11.153723193394894
BROOKLYN,day,3,0.9523787922779998,14.521201219476355
BRONX,day,3,0.642617930282217,15.28130046360635
MANHATTAN,night,3,0.621165274917395,16.28030354014136
BROOKLYN,night,3,0.30871100959202336,15.017385114962826
BROOKLYN,day,4,0.14202803609660178,10.090388483547963
BROOKLYN,night,3,0.95066972178359,17.6695355973691
BRONX,night,4,0.3823617329601885,10.551805541378144
BROOKLYN,day,5,0.4983301209920129,10.611433241817991
BROOKLYN,night,2,0.20317594922713617,12.090421145981749
QUEENS,day,3,0.8532318969183628,15.512259784429475
BROOKLYN,night,1,0.12486864957033757,14.645275237984917
MANHATTAN,day,2,0.8505916858891869,19.18788567758639
BROOKLYN,day,3,0.22625651150917012,11.722351068410438
MANHATTAN,day,2,0.8979077013680369,19.236414480062354
MANHATTAN,day,4,0.7567953736025417,14.619113861687321
BROOKLYN,day,2,0.2482032362565746,13.815521769708319
BROOKLYN,day,3,0.6092361935735213,15.056470049383524
BRONX,day,3,0.3813906829196976,13.227666969758445
BROOKLYN,night,3,0.2604097890204251,13.606072475494729
BROOKLYN,day,3,0.8732639794699976,16.53144422559918
QUEENS,day,4,0.46317048985650644,11.190745765119688
MANHATTAN,day,3,0.4586893429288442,14.464511794932816
QUEENS,day,3,0.252898007325958,10.986240107409536
MANHATTAN,night,1,0.4447591084772008,17.3590408928218
STATEN ISLAND,night,3,0.8844551616959652,17.58634900671165
MANHATTAN,day,4,0.42681583944067236,11.77908844352933
